,age,occupation,marital,education,housing_loan,personal_loan,contact,month,day,duration,contact_freq,days_passed,contact_bef,prev_outcome,emp_var_rate,cpi_index,cci_index,e3m,employees,subscription,prev_part
27725,34,management,married,university.degree,no,no,cellular,mar,tue,499.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27726,35,admin.,married,high.school,yes,no,cellular,mar,tue,350.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27727,34,management,married,university.degree,yes,no,cellular,mar,tue,225.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,no,0
27729,28,student,single,basic.9y,yes,no,cellular,mar,tue,320.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27730,28,student,single,basic.9y,yes,no,cellular,mar,tue,156.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27731,36,admin.,married,high.school,no,no,cellular,mar,tue,168.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27732,43,blue-collar,married,basic.9y,no,no,cellular,mar,tue,180.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27734,28,student,single,basic.9y,yes,no,cellular,mar,tue,96.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27735,32,technician,married,professional.course,no,yes,telephone,mar,wed,92.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.778,5099.1,no,0
27736,41,services,married,high.school,no,no,cellular,mar,wed,377.0,6,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.778,5099.1,yes,0
27737,41,services,married,high.school,no,no,cellular,mar,wed,396.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.778,5099.1,yes,0
27739,38,technician,married,professional.course,no,no,cellular,mar,thu,66.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27740,38,technician,married,professional.course,no,no,cellular,mar,thu,92.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27741,44,management,married,basic.6y,yes,no,cellular,mar,thu,61.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27742,38,technician,married,professional.course,yes,yes,cellular,mar,thu,63.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,0
27743,33,admin.,divorced,high.school,yes,no,cellular,mar,thu,86.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27744,23,admin.,single,university.degree,yes,no,cellular,mar,thu,64.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27745,44,management,married,basic.6y,yes,yes,cellular,mar,thu,218.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27746,33,management,married,university.degree,yes,no,telephone,mar,thu,181.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,0
27747,44,management,married,basic.6y,yes,no,cellular,mar,thu,53.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27748,38,technician,married,professional.course,yes,no,cellular,mar,thu,182.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,0
27749,23,admin.,single,university.degree,yes,no,cellular,mar,thu,90.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27750,33,admin.,divorced,high.school,no,no,cellular,mar,thu,41.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27751,38,technician,married,professional.course,no,yes,cellular,mar,thu,137.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,0
27752,38,technician,married,professional.course,no,no,cellular,mar,thu,119.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27753,38,technician,married,professional.course,no,no,cellular,mar,thu,106.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,0
27754,38,technician,married,professional.course,no,yes,cellular,mar,thu,196.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,0
27755,32,admin.,married,high.school,no,no,cellular,mar,thu,115.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27756,38,technician,married,professional.course,no,no,cellular,mar,thu,84.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27757,76,retired,married,university.degree,no,yes,cellular,mar,thu,167.0,9,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,0
27758,38,technician,married,professional.course,no,yes,cellular,mar,fri,195.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27759,34,technician,single,professional.course,no,no,cellular,mar,fri,229.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27760,34,technician,single,professional.course,yes,no,cellular,mar,fri,227.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27761,34,technician,single,professional.course,yes,yes,cellular,mar,fri,136.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,no,0
27762,38,technician,married,professional.course,yes,no,cellular,mar,fri,119.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,no,0
27763,38,technician,married,professional.course,yes,no,cellular,mar,fri,166.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27764,38,technician,married,professional.course,yes,no,cellular,mar,fri,363.0,2,10,1,success,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,1
27765,34,technician,single,professional.course,yes,no,cellular,mar,fri,266.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27766,34,technician,single,professional.course,yes,yes,cellular,mar,fri,544.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27767,34,technician,single,professional.course,no,no,cellular,mar,fri,301.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,0
27768,38,technician,married,professional.course,yes,no,cellular,mar,fri,207.0,2,7,1,success,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes,1
27769,32,management,single,university.degree,yes,no,cellular,mar,mon,116.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,yes,0
27770,41,technician,single,professional.course,yes,no,cellular,mar,mon,101.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0
27771,37,admin.,single,university.degree,yes,yes,cellular,mar,mon,161.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0
27772,55,technician,single,professional.course,yes,yes,cellular,mar,mon,217.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,yes,0
27773,32,management,single,university.degree,yes,no,cellular,mar,mon,78.0,2,999,1,failure,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0
27774,67,retired,single,university.degree,yes,yes,cellular,mar,mon,70.0,22,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0
27775,32,management,single,university.degree,yes,no,cellular,mar,mon,75.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0
27776,32,management,single,university.degree,no,no,cellular,mar,mon,93.0,2,999,1,failure,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0
27777,32,management,single,university.degree,yes,yes,cellular,mar,tue,97.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27778,38,technician,married,university.degree,no,no,cellular,mar,tue,350.0,2,999,2,failure,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27779,32,management,single,university.degree,yes,no,cellular,mar,tue,164.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27780,73,retired,married,university.degree,yes,no,cellular,mar,tue,179.0,1,999,1,failure,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27781,32,management,single,university.degree,yes,no,cellular,mar,tue,106.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27782,31,blue-collar,single,high.school,yes,no,cellular,mar,tue,272.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27783,33,technician,married,university.degree,yes,no,cellular,mar,tue,56.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27784,32,management,single,university.degree,yes,no,cellular,mar,tue,71.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27785,39,admin.,single,high.school,yes,no,cellular,mar,tue,100.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27786,39,admin.,single,high.school,no,no,cellular,mar,tue,119.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27787,38,technician,married,university.degree,yes,no,cellular,mar,tue,122.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27788,38,technician,married,university.degree,no,no,cellular,mar,tue,59.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27789,39,admin.,single,high.school,yes,no,cellular,mar,tue,395.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27790,38,technician,married,university.degree,no,no,cellular,mar,tue,261.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27791,38,technician,married,university.degree,yes,yes,cellular,mar,tue,113.0,1,999,1,failure,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27792,18,student,single,high.school,yes,yes,cellular,mar,tue,103.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27793,32,management,single,university.degree,yes,no,cellular,mar,tue,59.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27794,39,blue-collar,single,basic.4y,yes,no,telephone,mar,tue,137.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27795,37,admin.,married,university.degree,yes,yes,cellular,mar,tue,159.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27796,30,student,single,basic.4y,yes,yes,cellular,mar,tue,70.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27797,32,management,single,university.degree,yes,no,cellular,mar,tue,427.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes,0
27798,32,management,single,university.degree,yes,no,telephone,mar,tue,230.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,0
27799,29,self-employed,married,university.degree,yes,no,cellular,mar,wed,60.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27800,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,48.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27801,29,self-employed,married,university.degree,no,no,cellular,mar,wed,74.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27802,88,retired,divorced,basic.4y,no,no,cellular,mar,wed,266.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27803,29,self-employed,married,university.degree,yes,no,cellular,mar,wed,95.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27804,29,self-employed,married,university.degree,yes,yes,cellular,mar,wed,231.0,1,999,1,failure,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27805,88,retired,divorced,basic.4y,yes,yes,cellular,mar,wed,796.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27806,29,self-employed,married,university.degree,no,no,cellular,mar,wed,101.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27807,29,self-employed,married,university.degree,no,no,cellular,mar,wed,197.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27808,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,96.0,6,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27809,60,retired,married,professional.course,yes,no,cellular,mar,wed,74.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27810,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,126.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27811,88,retired,divorced,basic.4y,no,no,cellular,mar,wed,323.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27812,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,85.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27813,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,101.0,7,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27814,88,retired,divorced,basic.4y,yes,yes,cellular,mar,wed,103.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27815,88,retired,divorced,basic.4y,yes,yes,cellular,mar,wed,82.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no,0
27816,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,188.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27817,88,retired,divorced,basic.4y,no,no,cellular,mar,wed,203.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27818,88,retired,divorced,basic.4y,yes,no,cellular,mar,wed,101.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,yes,0
27819,33,admin.,married,university.degree,no,no,cellular,mar,thu,56.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,no,0
27820,33,admin.,married,university.degree,yes,no,cellular,mar,thu,71.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,no,0
27821,27,student,single,high.school,yes,no,cellular,mar,thu,80.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,0
27822,26,management,single,university.degree,yes,no,cellular,mar,thu,119.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,0
27823,66,retired,married,basic.4y,yes,no,cellular,mar,thu,156.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,0
27824,29,technician,married,professional.course,no,no,cellular,mar,thu,186.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,0
27825,26,management,single,university.degree,no,no,cellular,mar,thu,139.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,0
27826,95,retired,divorced,basic.6y,no,no,cellular,mar,thu,85.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,no,0
27827,19,student,single,basic.9y,yes,no,cellular,mar,fri,126.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,yes,0
27828,28,self-employed,single,university.degree,yes,no,cellular,mar,fri,186.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,no,0
27829,32,student,single,university.degree,no,no,cellular,mar,fri,61.0,11,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,no,0
27830,28,self-employed,single,university.degree,yes,no,cellular,mar,fri,41.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,no,0
27831,28,self-employed,single,university.degree,no,no,cellular,mar,fri,114.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,no,0
27832,30,student,single,high.school,no,no,cellular,mar,fri,268.0,5,10,2,failure,-1.8,92.84299999999999,-50.0,1.64,5099.1,yes,1
27833,28,self-employed,single,university.degree,yes,yes,cellular,mar,fri,3076.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,yes,0
27834,37,unemployed,single,university.degree,yes,no,cellular,mar,fri,432.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,no,0
27836,28,self-employed,single,university.degree,no,no,cellular,mar,fri,296.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.64,5099.1,yes,0
27837,70,retired,married,basic.4y,yes,no,cellular,mar,mon,61.0,6,999,1,failure,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27838,70,retired,married,basic.4y,no,no,cellular,mar,mon,422.0,3,999,1,failure,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27839,34,technician,married,professional.course,no,no,telephone,mar,mon,80.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27841,56,retired,married,university.degree,yes,yes,cellular,mar,mon,104.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27842,34,technician,married,professional.course,yes,no,cellular,mar,mon,93.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27843,34,technician,married,professional.course,yes,yes,telephone,mar,mon,44.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27844,70,retired,married,basic.4y,yes,no,telephone,mar,mon,147.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27845,34,technician,married,professional.course,no,no,cellular,mar,mon,83.0,13,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,no,0
27846,28,technician,single,university.degree,no,no,cellular,mar,mon,392.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.629,5099.1,yes,0
27847,50,admin.,divorced,university.degree,yes,no,cellular,mar,tue,74.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,no,0
27848,46,technician,married,professional.course,no,no,cellular,mar,tue,163.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,no,0
27849,33,admin.,single,university.degree,no,no,cellular,mar,tue,406.0,2,999,1,failure,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes,0
27850,21,student,single,high.school,no,no,cellular,mar,tue,220.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes,0
27852,37,unemployed,married,university.degree,yes,no,cellular,mar,tue,195.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes,0
27853,33,admin.,single,university.degree,yes,yes,cellular,mar,tue,187.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes,0
27854,33,technician,single,university.degree,yes,no,cellular,mar,tue,325.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,no,0
27855,29,technician,single,professional.course,no,no,cellular,mar,tue,299.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes,0
27856,34,admin.,single,university.degree,no,no,cellular,mar,tue,325.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes,0
27857,32,admin.,single,professional.course,yes,no,cellular,mar,tue,159.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,no,0
27858,32,admin.,single,professional.course,yes,yes,cellular,mar,tue,81.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,no,0
27859,50,admin.,divorced,university.degree,yes,no,cellular,mar,tue,136.0,19,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,no,0
27860,26,student,single,high.school,no,no,cellular,mar,wed,236.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,no,0
27861,33,blue-collar,single,high.school,yes,no,cellular,mar,wed,140.0,10,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,no,0
27862,33,blue-collar,single,high.school,no,no,cellular,mar,wed,278.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,0
27863,60,management,single,university.degree,yes,yes,cellular,mar,wed,194.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,0
27864,24,admin.,single,high.school,yes,yes,cellular,mar,wed,224.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,0
27865,33,blue-collar,single,high.school,yes,no,cellular,mar,wed,163.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,no,0
27866,68,retired,married,university.degree,no,no,cellular,mar,wed,201.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,0
27867,33,blue-collar,single,high.school,yes,no,cellular,mar,wed,203.0,4,999,1,failure,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes,0
27868,32,management,single,university.degree,no,yes,cellular,mar,thu,167.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.584,5099.1,yes,0
27869,24,admin.,single,high.school,no,yes,cellular,mar,thu,181.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.584,5099.1,no,0
27870,36,admin.,married,high.school,yes,no,cellular,mar,thu,220.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.584,5099.1,yes,0
27872,54,admin.,married,university.degree,no,no,cellular,mar,mon,47.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,no,0
27873,31,admin.,divorced,university.degree,no,no,cellular,mar,mon,248.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,yes,0
27874,54,admin.,married,university.degree,yes,no,cellular,mar,mon,415.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,yes,0
27875,75,retired,divorced,basic.9y,no,no,cellular,mar,mon,233.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,no,0
27876,54,admin.,married,university.degree,yes,no,cellular,mar,mon,115.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,yes,0
27877,27,unemployed,single,university.degree,yes,no,cellular,mar,mon,269.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,no,0
27878,31,admin.,divorced,university.degree,yes,yes,cellular,mar,mon,174.0,2,999,1,failure,-1.8,92.84299999999999,-50.0,1.56,5099.1,yes,0
27879,70,admin.,divorced,university.degree,no,no,cellular,mar,mon,83.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,no,0
27880,19,student,single,basic.6y,no,no,cellular,mar,tue,136.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,5099.1,yes,0
27881,35,blue-collar,single,professional.course,yes,no,cellular,mar,tue,81.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,5099.1,no,0
